,label,Unnamed: 0,message,datetime
422320,2,422320,"Sometimes it takes a slightly different perspective to reveal the truth, $AAPL You ever change you pos several x&39;s b4 it&39;s clear?",2018-10-15T18:37:15Z
422399,2,422399,$AAPL this price is still too low for appl,2018-10-15T17:02:38Z
422406,2,422406,$AAPL Icahn another manipulator,2018-10-15T16:52:39Z
422446,2,422446,$AAPL .,2018-10-15T16:03:36Z
422461,1,422461,$AAPL The selloff is over bears its time for hibernation season,2018-10-15T15:42:02Z
422519,1,422519,$AAPL / $FB $CRON $CGC $TLRY $NBEV,2018-10-15T14:44:48Z
422532,2,422532,$VUZI new News out on VUZIX Continued partnering with TOSHIBA and new apps featured this week live in JAPAN  :Japan:  $AMZN $FB $GOOG $AAPL,2018-10-15T14:35:04Z
422593,1,422593,"$AAPL GS note is the 1st in quite some time to cast a -ve sheen on Apple fundamentals,albeit that details of their argument are a bit thin",2018-10-15T13:57:10Z
422636,2,422636,"[URL] $AAPL $AMZN Someone is lying, someone is truthing, some are just ignorant.",2018-10-15T13:27:38Z
422650,1,422650,$AAPL (-0.4% pre) Apple buys music analytics company Asaii: [URL],2018-10-15T12:57:56Z
422664,1,422664,$AAPL Tech giant beating S&amp;P 500 in this bear market. Spotlight on stocks outperforming the S&amp;P 500,2018-10-15T12:35:42Z
422698,2,422698,The 10 Trends to Watch In The Stock Market For The Week of October 15 $aapl $amzn $msft $v $amd $nflx  [URL],2018-10-15T10:59:15Z
422869,2,422869,$AAPL Always loved the bears. Manage to buy more at cheaper prices. Tx!,2018-10-14T07:07:55Z
422957,2,422957,$AAPL,2018-10-13T13:13:18Z
422959,2,422959,"$AAPL Apple Watch 4 stays very close to real-time when connected to your cellular plan.  I use the Ameritrade app, better than stock app.",2018-10-13T12:31:36Z
422977,2,422977,"$STUDY Confidence gets shattered, SL gets triggered, hit like if your SL was not triggered here, $AMZN $AAPL",2018-10-13T05:42:32Z
423036,2,423036,$AAPL $GOOG $TSLA $NVDA Anyone ever heard of Black Monday?,2018-10-12T22:39:58Z
423088,1,423088,$AAPL BLACK MONDAY COMING that’s why they added a little fat to the market taking it down BIG on Monday .,2018-10-12T20:27:25Z
423196,1,423196,"Closed all shorts on Oct 11 Close. it isn&39;t time yet, consolidation until news hits $AAPL $TSLA $AMZN $FB $TWTR $NFLX",2018-10-12T19:15:35Z
423417,1,423417,$MSFT $AAPL $GOOG $AMZN $BAC $C $JPM $FB Dow is going RED!,2018-10-12T16:32:18Z
423529,1,423529,$AAPL bailed on remaining 4/6 at 0.30. Bought $GE 13.00 Oct 19 calls for 0.21 instead. Pretty much done for day everything else rides,2018-10-12T15:20:20Z
423531,1,423531,"$AAPL a few days after Nov1, the $100 BILLIONS BUYBACKS will continue! JP Morgan Analyst recently UPGRADED AAPL to 272! Go AAPL!",2018-10-12T15:19:10Z
423551,2,423551,$AAPL 220 holding by a thread,2018-10-12T15:06:15Z
423566,1,423566,$AAPL back in call 1.36,2018-10-12T14:57:25Z
423613,1,423613,$FB was the strongest of the group yesterday and by far the weakest today. $AAPL $AMZN $NFLX $GOOGL,2018-10-12T14:24:38Z
423614,2,423614,$AAPL look at this make another ATH 235,2018-10-12T14:24:00Z
423719,1,423719,$AAPL over $220!,2018-10-12T13:29:48Z
423764,2,423764,Trading plan &amp; today&39;s watichlist $WFC $IGC $AAPL $BABA $BIDU $CAT $FB $NFLX $NVDA $TSLA $LULU $GOOGL $AMZN $MOMO $SIG $FL $ROKU $AMD $DBX,2018-10-12T12:37:35Z
423772,1,423772,$FB $AMZN $AAPL $NFLX $GOOG $MSFT $SPY $QQQ Smart shorts already covered and switched sides. Don&39;t be left holding short during the rally.,2018-10-12T12:25:38Z
423851,2,423851,$BABA $AAPL Yesterdays OP Wire play in the OP ROOMS here paid your membership for the year EASILY on this one play.come join us.  :money_bag: ,2018-10-12T09:10:40Z
423873,2,423873,$AAPL noooooo stop till morning! I cannot buy now! Wanted this at $216  :crying_face:  Had my money blocked somewhere else!,2018-10-12T08:43:47Z
424008,2,424008,$AAPL $SPY lotto Friday :eyes: ,2018-10-11T23:15:52Z
424033,1,424033,"$AAPL Surprised to see this go red today, we should have been in green, atleast in the 217-219 region considering Nasdaq was green",2018-10-11T22:16:30Z
424043,1,424043,@scheplick I&39;m curious the margins on $AAPL services vs iPhone. I know the margins on $AMZN prime subs is close to &quot;free&quot; money for them,2018-10-11T21:50:28Z
424126,1,424126,$AAPL this time yesterday Dow futs were off another 300pts; we are currently up near 140pts in today’s aftermarket.,2018-10-11T20:18:44Z
424157,2,424157,$AAPL what r u saying?,2018-10-11T19:56:12Z
424179,1,424179,$AAPL earnings is going to be amazing buy now this will be 240 I’m a month,2018-10-11T19:44:42Z
424274,2,424274,$AAPL hey maybe it&39;s going to 183! be careful. just saying,2018-10-11T19:00:42Z
424298,2,424298,$spy $qqq $amzn $nflx $aapl $uvxy $v $ba um I told you all,2018-10-11T18:51:06Z
424301,1,424301,"$AAPL sell with gains and run, and find new entry point",2018-10-11T18:49:35Z
424403,2,424403,$AAPL just got off the phone with Barren Wuffet he says &quot;buy when there is blood on the streets&quot;. Great advice.,2018-10-11T17:30:15Z
424412,2,424412,$AAPL 212 by EOD,2018-10-11T17:34:16Z
424543,1,424543,$AAPL is one of the better performing stocks in the Computer And Office Equipment industry. [URL],2018-10-11T15:43:59Z
424599,2,424599,$SPY $AAPL $GOOG $AMD I feel very bad for all the bulls that bought today. Been trying to warn you guys :(,2018-10-11T15:08:50Z
424698,1,424698,$AAPL very restive trading.should be bouncing on false fears. stabilizing 220+,2018-10-11T14:13:22Z
424705,2,424705,"$SPY $AAPL $GOOG $AMD This looks like a bull trap, guys don&39;t fall into it, wait for clear trend reversal if you do&39;t want to get burned.",2018-10-11T14:09:45Z
424737,2,424737,Bears attempting to short this market in oversold conditions will get smashed. $SPY $QQQ $AMZN $AAPL $ADBE $SQ $SPLK $BABA stocks markets,2018-10-11T13:56:50Z
424750,2,424750,"$SPY $AAPL The question here isn&39;t what happened yesterday, the question should be what was your plan for today?",2018-10-11T13:53:08Z
424752,2,424752,$AAPL well. if you are a follower you know the deal. I told y’all,2018-10-11T13:52:42Z
424754,1,424754,"$NFLX $NVDA $AAPL $FB $GOOGL $BABA Highs,",2018-10-11T13:52:27Z
424772,2,424772,$QQQ $SPY $AAPL $AMZN dead cat bounce,2018-10-11T13:52:27Z
424800,2,424800,$AAPL 190 seems fair,2018-10-11T13:43:50Z
424955,1,424955,$AAPL under $1 trillion today?  :face_screaming_in_fear: ,2018-10-11T12:07:50Z
424961,2,424961,$AAPL Turn off computer if you can’t handle pullbacks check back in after dust settles BTMFD with cash on sidelines. Fundamentals amazing,2018-10-11T12:04:20Z
424987,2,424987,The sun rises &amp; the sun sets &amp; hurries back to where it rises. ever returning on its course. [URL] $AAPL $AMZN $GOOG $FB,2018-10-11T11:31:45Z
425041,2,425041,$AAPL watch this go green today,2018-10-11T10:42:07Z
425046,1,425046,$AAPL I know its early but pre market volume is still under 100K. I thought there will be lot more with this kind of dip.,2018-10-11T10:37:43Z
425083,1,425083,$AAPL $AMD $AMZN $NVDA $FB $NFLX $GOOGL $SPY Puke em up at the open!  Panic selling galore today - watching for support levels this morn,2018-10-11T08:42:23Z
425093,2,425093,"So true! :)  btw, China showing willingness to initiate trade talks. Check the news. Their markets collapsed today $SPY $EEM $AAPL $BABA",2018-10-11T07:57:53Z
425270,2,425270,$AAPL When was the last 10 dollar down day in apple?,2018-10-11T01:39:07Z
425315,2,425315,$AAPL oh gosh golden moment to buy calls tomorrow,2018-10-11T00:47:10Z
425381,2,425381,$AAPL I can&39;t believe my eyes.,2018-10-10T23:50:40Z
425396,2,425396,$SPY $QQQ $AAPL $AMZN $UVXY we can also get the old fake r ru- which would be to open huge gap lower than bounce hard and run green -lol,2018-10-10T23:39:36Z
425397,2,425397,"Been a while since I&39;ve been here- will be quaffing pints for you guys tonight, be safe  :clinking_beer_mugs: $SPY $QQQ $IWM $VXX $UVXY $TVIX $AAPL $BABA $SQ",2018-10-10T23:37:59Z
425416,1,425416,"$AAPL should get a bounce at $220, who knows after that",2018-10-10T23:18:07Z
425431,1,425431,$AAPL in the morning it’ll go up to 217-218. than anyone’s guess from there.,2018-10-10T23:00:25Z
425443,1,425443,@Trading__Places IMPOSSIBLE it performed better then $AAPL $FB and $AMZN has to be a screaming buy  :winking_face_with_tongue: . We try to protect ppl but they dont,2018-10-10T22:45:26Z
425490,2,425490,$AAPL Winning the Trade War !  :face_with_tears_of_joy: ,2018-10-10T22:04:19Z
425635,2,425635,$AAPL 184 mark it,2018-10-10T20:31:06Z
425668,2,425668,@CyberTraderRocks That&39;s probably a good bet. I want to see what tomorrow brings but I may open an $AAPL position again as well.,2018-10-10T20:21:51Z
425674,2,425674,$aapl $fb $tsla give me few more drop days love this it is epic xmas time came early this year heha,2018-10-10T20:17:55Z
425791,2,425791,$AAPL fuk someone need to say something,2018-10-10T19:52:27Z
425797,1,425797,$AAPL still time for a 10 handle,2018-10-10T19:51:31Z
425812,2,425812,$AAPL lol bulls frozen at their keyboards lol,2018-10-10T19:47:25Z
425843,2,425843,$AAPL  Bears come out once a month good for you guys other 29 days bull making cash so easy!,2018-10-10T19:30:33Z
425854,2,425854,$AAPL there is a reason they are cheap. join the shorts friend,2018-10-10T19:30:18Z
425862,2,425862,$AAPL its just hammering through supports like theyre not even there lol,2018-10-10T19:26:07Z
425883,2,425883,$SPY $DJIA $AAPL  :thumbs_up_light_skin_tone: ,2018-10-10T19:20:16Z
425938,2,425938,$AAPL Expecting a nice Green Day here tomorrow,2018-10-10T19:05:00Z
425968,2,425968,"$AAPL with this rate of falling, it might get out of trillioner club next week",2018-10-10T18:46:15Z
426003,2,426003,$AAPL I&39;m a buyer in the 200-210 range. Maybe even the teens,2018-10-10T18:19:56Z
426132,1,426132,$SPY $QQQ $IWM $AMZN $AAPL you either watching or you are buying here; selling is over; afternoon could drift &gt;284; even 285 is in the cards,2018-10-10T16:49:56Z
426222,2,426222,$fb $aapl this shows the real value.,2018-10-10T15:47:24Z
426291,2,426291,$AAPL I love when people claim they made 152% off of 1.22 drop. I can smell the bs from here.,2018-10-10T15:01:30Z
426322,1,426322,$AAPL Apple hits 225 and breaks then the Dow is going to pump,2018-10-10T14:53:16Z
426337,2,426337,$BABA trump realizing this trade bs will affect the USA! Not just China! $twtr $cat $aapl $iwm $spy $on $pypl $trv $bug $mar $AMD $aa $x,2018-10-10T14:37:49Z
426386,1,426386,$AAPL This is going a lot higher. Held the levels very well. 229 target.,2018-10-10T14:09:30Z
426400,2,426400,$AAPL 222.50 should turn us around. IMO,2018-10-10T13:59:33Z
426524,1,426524,"After Tuesday $AIV gain of 0.57%, moving day averages now at.  $AIV $AAPL $AMAT news: [URL]",2018-10-10T08:39:20Z
426569,2,426569,@maxworld75 @kristenjersey I’m long $nio. As far as how companies are classified it’s Chinese. Just like $aapl is USA even though jony is il,2018-10-10T03:02:16Z
426596,2,426596,$AAPL missed the dip.  why does that happen to me all the time!,2018-10-10T00:40:15Z
426623,2,426623,{NEW VIDEO} Technical Analysis of $JPM $INTC $AAPL - click link to watch &gt;&gt; [URL],2018-10-09T22:53:59Z
426696,2,426696,$AAPL ,2018-10-09T19:47:58Z
426735,1,426735,$AAPL squeeze is on,2018-10-09T18:59:47Z
426757,2,426757,$AAPL Looking good,2018-10-09T18:14:23Z
426896,2,426896,$AAPL blame the Dow,2018-10-09T15:15:06Z
426924,1,426924,"$aapl  wkly 225 calls up 60% today,november calls up 20% since yestrday",2018-10-09T14:51:59Z
426934,2,426934,"$AAPL dammit sold my 227 call to early, its ok, waiting on the 232 calls lets go!",2018-10-09T14:47:38Z
427141,2,427141,$SPY and $AAPL side by side,2018-10-09T02:55:42Z
427202,1,427202,$AAPL $AMZN $NFLX $MSFT up from here! :D,2018-10-08T23:42:12Z
427301,2,427301,$AAPL violent,2018-10-08T19:31:11Z
427453,1,427453,"$AAPL Will close 2018 over 265$. Excellent entrance point to bid 300$ by Q4. Record I-phones sales, I-watch, services and cash. No brain.!",2018-10-08T17:00:09Z
427523,1,427523,$AAPL best performer in my port today! Holding strong!,2018-10-08T16:09:54Z
427577,2,427577,$AAPL has 215 written all over it,2018-10-08T15:21:21Z
427615,2,427615,$AAPL $AMZN $SPY $QQQ as they upgrade they are having all their buddies sell into it while you hold da bag lmao,2018-10-08T14:34:50Z
427620,0,427620,$AAPL ouch short lived,2018-10-08T14:31:24Z
427674,1,427674,$NFLX Down out gate. $NVDA $AAPL $FB $BABA $GOOGL,2018-10-08T13:32:33Z
427676,1,427676,"$AAPL the correction continues, looks like more selling till it stabilizes later this week,",2018-10-08T13:31:58Z
427683,2,427683,$AAPL will it be puts or calls  :face_with_tears_of_joy: ,2018-10-08T13:20:29Z
427881,2,427881,$BABA $QQQ $NFLX $GOOG $AAPL $BIDU $JD $SPY,2018-10-07T18:49:51Z
427928,2,427928,$SQ chart analysis &amp; next week watchlist $FB $AAPL $BABA $BIDU $CAT $NFLX $NVDA $TSLA $LULU $GOOGL $AMZN $MOMO $SIG $FL $ROKU $AMD $DBX,2018-10-07T14:25:56Z
427939,2,427939,$AAPL who’s excited for 9:30 tomorrow morning ay ay ay ay!,2018-10-07T12:36:43Z
427965,2,427965,fashionavenueus ideas4investors $AAPL $FB $TWTR $SNAP super cool [URL],2018-10-07T03:00:42Z
427990,0,427990,"UK cyber security agency backs Apple, Amazon China hack denials$aapl :fire:  :money-mouth_face:  :fire:  :money-mouth_face:  [URL]",2018-10-06T23:43:19Z
428029,2,428029,$AAPL maga mute in force.,2018-10-06T19:32:46Z
428070,2,428070,$AMRN analysis &amp; next week watchlist $FB $AAPL $BABA $BIDU $CAT $NFLX $NVDA $TSLA $LULU $GOOGL $AMZN $MOMO $SQ $SIG $FL $ROKU $AMD $DBX,2018-10-06T13:58:12Z
428072,1,428072,"$AAPL if selloff continues and trend line is broken, could see 216s",2018-10-06T13:57:14Z
428081,2,428081,$AMZN not $WMT not $AAPL,2018-10-06T12:17:59Z
428425,1,428425,$AAPL  the prime rate is 5.25%. More than 23% over last Oct. and  5% more than October 2008  fasten your seatbelts,2018-10-05T17:26:03Z
428469,1,428469,$AAPL $NVDA $NFLX $QQQ $BABA to me bearish going south from now on,2018-10-05T17:11:24Z
428512,1,428512,"$AAPL over sold  ,bullish",2018-10-05T16:55:06Z
428702,2,428702,Come on Apple.  Buy back more of your own shares.  $200 Billion wasn&39;t enough.  $AAPL,2018-10-05T14:20:07Z
428703,1,428703,$AAPL $AMZN $SPY $QQQ $UVXY  the tredn is your friend right bulls LMAO - well trends are breaking now,2018-10-05T14:19:46Z
428767,2,428767,$AAPL go bulls!  :beaming_face_with_smiling_eyes: ,2018-10-05T13:33:46Z
428805,2,428805,$QQQ $AAPL $AMZN All is good in the world now we can move on),2018-10-05T12:38:29Z
428817,2,428817,$AAPL elaborate,2018-10-05T12:28:29Z
428861,2,428861,$AAPL Weekly chart so far. That candle …,2018-10-05T09:26:12Z
428947,1,428947,$AAPL below 200 faster than you&39;d think,2018-10-05T03:07:57Z
428951,2,428951,"@CrackedMarket $DJIA $SPX $NDX $AAPL $AMZN for their sake I hope they closed or covered though, greed is bad no matter what.",2018-10-05T02:55:15Z
428954,1,428954,@CrackedMarket expecting 200+% on those contracts. Especially if we gap up which is the norm for $AAPL post ER 11/1. Out on blck Friday.,2018-10-05T02:50:03Z
429004,1,429004,$AAPL lol alot of bad press.,2018-10-04T23:59:15Z
429148,2,429148,$AAPL just because i was bearish about today doesn’t mean I didn’t load up on cheap call spreads.spreeeeead spread for me!,2018-10-04T19:10:51Z
429157,1,429157,"$AAPL I saw this before. Some overall market bad news came out. AAPL and other stocks went red. Then, AAPL recovered normally! Long term!",2018-10-04T19:02:17Z
429182,2,429182,$AAPL looks like a screaming BUY TO MEEEEEEEEEEESEEE,2018-10-04T18:43:07Z
429261,2,429261,$AAPL Doesn’t seem like there is a ralley in store for today,2018-10-04T17:34:12Z
429364,2,429364,"$AAPL when people realize it was a &39;sponsored&39; Bloomberg article, this will be back to ATH in a flash, no doubt.  stocks",2018-10-04T16:15:40Z
429386,1,429386,$AAPL Back to last month $220 or lower.,2018-10-04T16:02:17Z
429403,2,429403,&quot;nah&quot; that&39;s what $tsla said until it got hit with it&39;s 40% tariff. $aapl next. Get out while you can cause it&39;s coming.,2018-10-04T15:53:32Z
429620,2,429620,$NQ_F $DAX  $AAPL $BTC.X $CL_F  US Navy Seals Use - (Relax-Look-Act) To effectively manage stress while getting shot at. Use it Traders :),2018-10-04T13:24:14Z
429702,2,429702,$AAPL if Bloomberg article was true apple Aws would Not issue a flat denial.,2018-10-04T12:13:35Z
429760,1,429760,$AAPL Apple up a dollar off the lows. The amount of trust Apple has earned through the years is priceless. Baring any new info -non event.,2018-10-04T11:09:49Z
429827,2,429827,$AAPL looking for a 220 entry point,2018-10-04T09:21:52Z
429912,2,429912,$AAPL A monthly perspective.,2018-10-04T00:41:25Z
429934,2,429934,$AAPL The Pattern in Apple That Only CML is Talking About [URL],2018-10-03T23:45:46Z
429938,2,429938,$AAPL Apple CEO Tim Cook is calling for new privacy regulations. [URL],2018-10-03T23:30:55Z
429981,1,429981,"Hot Options Report For End Of Day October 3rd - $BAC, $AAPL, $INTC, $CSCO [URL]",2018-10-03T20:50:13Z
430009,2,430009,"$AAPL  :grinning_face:  all week long. Like we say.wish I&39;d bought more @207 Bully, Bully",2018-10-03T20:10:00Z
430015,1,430015,$AAPL $FB puts on aapl and calls on fb to hedge. my brain feels like it&39;s divided in half lol,2018-10-03T20:04:30Z
430074,2,430074,$AAPL BUYING A HOUSE AT 236,2018-10-03T19:02:40Z
430149,2,430149,$AAPL I have never sold my long position since the financial crash. Never will sell. Nice dividends based on my entry and not worth trading,2018-10-03T17:53:57Z
430195,1,430195,$AAPL hey maybe we&39;ll see it jump to 350 after ER,2018-10-03T16:55:31Z
430276,1,430276,"$AAPL 18-Jan-19 220-230 Call Spread traded 1,000 times for $6.35 with the market at 6.20-6.45 [URL]",2018-10-03T15:36:08Z
430277,1,430277,$AAPL Been long 157 per entry post/holding,2018-10-03T15:36:05Z
430421,2,430421,$AAPL 240 this week,2018-10-03T14:14:44Z
430447,2,430447,$AAPL,2018-10-03T14:08:50Z
430449,2,430449,$AAPL advice appreciated. Where would u set a trailing stop loss on an option. In this case 230’s January close.,2018-10-03T14:08:02Z
430457,1,430457,$NVDA Down sharp. $NFLX Sideways. $AAPL $FB Up strong. $BABA Gapped up.,2018-10-03T14:04:28Z
430572,2,430572,$AAPL ATM opens at 930am free money everyday too easy bears!,2018-10-03T12:13:32Z
430573,2,430573,@Optionista2 The slant is readily apparent.  $AAPL customers will soon have the ability shut down at will what they believe to be fake news.,2018-10-03T12:10:49Z
430797,2,430797,$AAPL iphone $JPM apple $IT,2018-10-02T19:43:09Z
430977,1,430977,"Apple $AAPL, a Dow Jones Industrial stock moved above $229.67 to an all-time high extending an intermediate uptrend.",2018-10-02T16:45:27Z
430994,1,430994,$AAPL has moved 1.17% on 10-02. Check out the movement and peers at  [URL]?s=AAPL,2018-10-02T16:40:03Z
431012,2,431012,$AAPL monster move over 230,2018-10-02T16:24:05Z
431020,1,431020,$AAPL bought 230C yesterday.  125% gain.  Thanks Apple. Learned my lesson not to short you.  :face_with_tears_of_joy: ,2018-10-02T16:19:51Z
431167,2,431167,A Schwab Growth ETF For October [URL] $AAPL $AMZN $SCHG,2018-10-02T14:28:01Z
431177,2,431177,"@Crbramhall I think it’s an insult to $AAPL market cap to have amazon trading at these levels, not a fan of P/E’s in excess of 40x",2018-10-02T14:17:23Z
431187,1,431187,$AAPL should have made new high if mkt isnt red today :0,2018-10-02T14:11:16Z
431266,2,431266,$AAPL [URL],2018-10-02T11:15:21Z
431287,1,431287,$AAPL expect run up for iphone XR start soon.pre orders on 19th Oct. XR will be their best selling iphone this holiday season,2018-10-02T05:05:02Z
431316,2,431316,$SPY max pain for $aapl and $amzn makes me believe we’ll see double tops in both. But yall let me know if anyone saves them with an upgrade,2018-10-02T02:33:22Z
431428,2,431428,$AAPL I am just so very good at telling the future. Told you all noobs so.,2018-10-01T19:49:58Z
431466,2,431466,$AAPL looks like it is going to fill the gap from open ,2018-10-01T18:39:23Z
431546,2,431546,$AAPL this volcano needs to erupt already,2018-10-01T16:37:56Z
431638,2,431638,Apple given $210.00 PT by Wells Fargo &amp; Co. neutral rating. [URL] $AAPL,2018-10-01T14:12:53Z
431675,1,431675,"$QQQ $AMZN $AAPL Second buy panic wave already, very bearish sign. Not one single real buyer",2018-10-01T13:39:42Z
431703,2,431703,Trading plan $GE $IGC $CALM $FB $AAPL $BABA $BIDU $CAT $NFLX $NVDA $TSLA $LULU $GOOGL $AMZN $MOMO $SQ $SIG $FL $ROKU $AMD $DBX,2018-10-01T13:02:14Z
431720,1,431720,$AAPL [URL] looking good for the move here. W is for WINNING! $SPY $FB $BAC $QQQ $XLF $MSFT $DIA $XLE $XLU  $TSLA $NFLX tradecrew focus,2018-10-01T12:16:03Z
431767,2,431767,$AAPL just gonna leave this here :),2018-10-01T04:50:50Z
431781,2,431781,$GOOGL $AAPL $NVDA $AMD $V $GOOGL $AMZN $MSFT $NFLX $ADBE $BABA Me right now.,2018-10-01T02:42:03Z
431804,2,431804,Free video with setups for Sep 28 &quot;What Could Move Here&quot;  $AAPL $AMZN $BA $NVDA $NKE [URL],2018-10-01T00:34:26Z
431861,2,431861,"$AAPL as we said, at 166.00 and 183.00 and 200.00 &39;Do Not Fight This Tape&39; or &39;It Will Get You In The Face&39;",2018-09-30T16:55:53Z
431883,2,431883,$AAPL :fire: ,2018-09-30T14:14:58Z
432000,1,432000,"$AAPL shows quite a strong growth in EPS. Over the last 5 years, the EPS has been growing by 14.19% yearly. [URL]",2018-09-29T04:47:00Z
432006,2,432006,$AAPL No idea why Apple does not create its own search engine and make extra 5B a quarter. Why do they need to sell searches to $GOOGL .,2018-09-29T03:50:13Z
432078,1,432078,RECAP 9/28 Unusual Puts:$TRVG $ORCL $GE $ZRT $QCOM $HAL $BBH $PVG $AAPL $FITB,2018-09-28T20:04:17Z
432094,1,432094,$AAPL nice to see it holding up on a Friday - a keeper for a while .,2018-09-28T19:14:07Z
432136,1,432136,$AAPL max pain is 222.5 for expiry 2018-09-28 Source: [URL],2018-09-28T17:31:49Z
432200,2,432200,$AAPL no way that was happening lol If 225 holds maybe next week,2018-09-28T15:52:53Z
432221,1,432221,$AAPL Heading higher  :money-mouth_face:  nice upgrade,2018-09-28T15:21:13Z
432454,2,432454,$SPY $AAPL $BAC $C $BIDU $TSLA $DJIA goodnight,2018-09-28T05:24:22Z
432551,2,432551,$MSFT $AAPL $AMZN $FB $V $GOOG. $SPY,2018-09-27T22:01:36Z
432684,2,432684,$AAPL release of the iPhone XR is perfecttttt timing for the Christmas season.,2018-09-27T18:20:49Z
432725,2,432725,$AAPL she wants 232,2018-09-27T17:41:29Z
432742,2,432742,$AAPL 227 here we come,2018-09-27T17:30:26Z
432855,1,432855,$AAPL I’m out! Not looking good anymore,2018-09-27T15:56:38Z
432901,1,432901,"$NDX $QQQ is two stock market these days its all about $AMZN $AAPL the weighting is dragging the $NDX higher, $RUT struggling",2018-09-27T15:13:12Z
433003,1,433003,$AAPL 226.30 next resistance area,2018-09-27T13:56:34Z
433093,1,433093,$AAPL Now every $JPM wealth &quot;management&quot; client is tricked into buying. Like with $AMZN at 2040,2018-09-27T13:32:22Z
433178,1,433178,$AAPL back to HOD from yest is all we want 225!,2018-09-27T12:35:45Z
433206,1,433206,$AAPL JPM upgrade from news already priced in. See you at 180 soon.,2018-09-27T12:06:28Z
433261,2,433261,$AAPL,2018-09-27T10:56:13Z
433285,1,433285,"$AAPL I&39;m posting it again (updated) for all the Weak Hands that did not see it on their phones. Maybe they will learn, let hope. (Up $2.24)",2018-09-27T09:19:39Z
433287,2,433287,$AAPL loving it. My yesterday&39;s calls will be green,2018-09-27T09:14:47Z
433288,1,433288,$AAPL Here we are +$1.84 - EXACTLY as I said in my post.,2018-09-27T09:12:19Z
433353,2,433353,$AAPL check it out!,2018-09-27T01:01:42Z
433392,2,433392,$AAPL The sad story of Weak Hands traders:,2018-09-26T22:38:04Z
433410,1,433410,$PFG folks! Cash is king.$SPY $AAPL $FB,2018-09-26T21:21:22Z
433426,1,433426,$AAPL still in a down trend on the daily chart.,2018-09-26T20:39:50Z
433461,2,433461,$AAPL Unwarranted drop,2018-09-26T19:55:35Z
433519,1,433519,$AAPL sell off  :thinking_face: ,2018-09-26T18:42:59Z
433637,1,433637,@matt83 ASP means record PROFITS again for Xmas ER! $AAPL,2018-09-26T15:30:23Z
433646,2,433646,Market update Wednesday 11:00 am:  [URL]  $SPY $AAPL $NKE $IBM,2018-09-26T15:02:49Z
433683,2,433683,"$AAPL I see volume day. If we go green in markets, people will come here to hide in this expensive market.",2018-09-26T14:19:07Z
433748,2,433748,$AAPL $217 coming soon :thinking_face:  :man_shrugging_light_skin_tone: ,2018-09-26T13:25:28Z
433768,2,433768,@R8Plus @BadScientist so basically its newest $AAPL I-phone XS Max vs a decade old Samsung Note 2? $TRVN beats outdated morphine every area!,2018-09-26T12:37:44Z
433793,2,433793,"$MU with ties up with $AAPL , $NVDA  and $AMZN , leaders in their category, definitely a leader too.",2018-09-26T11:01:17Z
433809,2,433809,$BEAT It&39;s inevitable $AAPL will BO BEAT. $AAPL is focusing on medical services now and BEAT has Crown Jewels that can transform AAPL!  :rocket: ,2018-09-26T04:33:45Z
433877,1,433877,$AAPL A nice $0.5m bullish bet on AAPL,2018-09-25T23:53:34Z
434004,1,434004,$AAPL Tuesday Apple Rumors: iPhone XR Production Still Hitting Snags [URL],2018-09-25T18:04:28Z
434013,1,434013,$AAPL is reportedly still having trouble with iPhone XR production. [URL],2018-09-25T17:41:22Z
434064,2,434064,"$AAPL Bull trap, caution.",2018-09-25T16:05:19Z
434080,2,434080,$AAPL breaking out,2018-09-25T15:51:03Z
434187,2,434187,"&quot; The iPhone XS Max is a probably the best smartphone $AAPL has ever made, but it’s expensive.&quot; [URL]",2018-09-25T14:01:38Z
434217,0,434217,$AAPL [URL] going down not good,2018-09-25T13:28:11Z
434261,0,434261,$AAPL Qualcomm accused Apple stealing chip secrets.,2018-09-25T13:07:24Z
434277,1,434277,$AAPL higher prices were on low volumes. MM’s making their play to drive this lower before buying it back cheaper,2018-09-25T12:51:25Z
434348,1,434348,$FB $AMZN $NFLX $GOOG $AAPL $NKE Facebook is the weakest FANG [URL],2018-09-25T02:26:14Z
434412,2,434412,$AAPL [URL] AAPL IS JUNK - END OF YEAR PT 150,2018-09-24T22:18:33Z
434449,1,434449,"$AAPL hard to go against AAPL! AAPL has W Buffett, $100 Billions Buybacks, growing Services &amp; Watch, 3 new iPhones Xs/Max. iPhone XR is next",2018-09-24T20:17:44Z
434457,2,434457,$AAPL amazing.,2018-09-24T20:05:19Z
434509,2,434509,$AAPL fed gonna take the economy to the shop for a brake repair!,2018-09-24T19:18:17Z
434510,1,434510,"$spy $qqq $amzn $aapl the nonsense continues.yawn.this is beyond old, come on lets get some correction at least 5% lol",2018-09-24T19:17:40Z
434555,1,434555,$AAPL in last 11 trading days 7 days traded at 217-218. Last week down by $6. It has to start run up from here. If breaks 218 again ?210.,2018-09-24T17:54:58Z
434654,2,434654,$AAPL $FB $GOOGL Highs,2018-09-24T15:39:23Z
434795,2,434795,$AAPL lets see 220,2018-09-24T14:09:36Z
434854,2,434854,$AAPL Too much Trade noise. History repeating itself. BTD,2018-09-24T13:36:19Z
434926,0,434926,Monday’s Upside$JOBS $ACAD $GGAL $IIN $CCO $AMZN Downside$AAPL $SNAP $FB $TLRY,2018-09-24T11:22:12Z
